,f_name,img_path,xmin,ymin,xmax,ymax,label
311,depositphotos_120361722-stock-photo-tomato-leaf-closeup.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\depositphotos_120361722-stock-photo-tomato-leaf-closeup.jpg,84,88,326,470,Healthy
312,depositphotos_143371585-stock-photo-tomato-leaf-closeup-isolated-on.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\depositphotos_143371585-stock-photo-tomato-leaf-closeup-isolated-on.jpg,730,80,1134,420,Healthy
313,depositphotos_143371585-stock-photo-tomato-leaf-closeup-isolated-on.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\depositphotos_143371585-stock-photo-tomato-leaf-closeup-isolated-on.jpg,1147,425,1475,781,Healthy
314,depositphotos_143371585-stock-photo-tomato-leaf-closeup-isolated-on.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\depositphotos_143371585-stock-photo-tomato-leaf-closeup-isolated-on.jpg,830,590,1191,1022,Healthy
315,depositphotos_143371585-stock-photo-tomato-leaf-closeup-isolated-on.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\depositphotos_143371585-stock-photo-tomato-leaf-closeup-isolated-on.jpg,393,372,989,630,Healthy
316,depositphotos_143371585-stock-photo-tomato-leaf-closeup-isolated-on.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\depositphotos_143371585-stock-photo-tomato-leaf-closeup-isolated-on.jpg,93,598,844,943,Healthy
317,depositphotos_7182856-stock-photo-tomato-leaf.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\depositphotos_7182856-stock-photo-tomato-leaf.jpg,642,102,861,299,Healthy
318,depositphotos_7182856-stock-photo-tomato-leaf.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\depositphotos_7182856-stock-photo-tomato-leaf.jpg,38,194,382,366,Healthy
319,depositphotos_7182856-stock-photo-tomato-leaf.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\depositphotos_7182856-stock-photo-tomato-leaf.jpg,329,324,496,558,Healthy
320,depositphotos_7182856-stock-photo-tomato-leaf.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\depositphotos_7182856-stock-photo-tomato-leaf.jpg,340,123,510,313,Healthy
321,depositphotos_7182856-stock-photo-tomato-leaf.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\depositphotos_7182856-stock-photo-tomato-leaf.jpg,559,362,670,691,Healthy
322,depositphotos_7182856-stock-photo-tomato-leaf.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\depositphotos_7182856-stock-photo-tomato-leaf.jpg,617,392,855,629,Healthy
323,DSCN1016.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\DSCN1016.JPG.jpg,1,159,672,700,Healthy
324,DSCN1016.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\DSCN1016.JPG.jpg,727,453,1244,753,Healthy
325,DSCN1016.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\DSCN1016.JPG.jpg,954,200,1549,663,Healthy
326,DSCN1016.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\DSCN1016.JPG.jpg,693,127,914,430,Healthy
327,DSCN1016.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\DSCN1016.JPG.jpg,258,585,731,1200,Healthy
328,Fig-2.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\Fig-2.jpg,796,960,1633,1262,Healthy
329,Fig-2.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\Fig-2.jpg,135,1030,803,1536,Healthy
330,Fig-2.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\Fig-2.jpg,1181,110,1764,897,Healthy
331,Fig-2.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\Fig-2.jpg,1,605,412,1249,Healthy
332,Fig-2.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\Fig-2.jpg,879,10,1225,338,Healthy
333,flies.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\flies.jpg,2,25,3868,2592,Healthy
334,fpls-08-01602-g001.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\fpls-08-01602-g001.jpg,219,624,552,930,Healthy
335,fpls-08-01602-g001.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\fpls-08-01602-g001.jpg,1,503,220,826,Healthy
336,fpls-08-01602-g001.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\fpls-08-01602-g001.jpg,84,49,448,734,Healthy
337,happier-inside.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\happier-inside.jpg,136,982,1790,1878,Healthy
338,happier-inside.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\happier-inside.jpg,1225,553,2179,1300,Healthy
339,happier-inside.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\happier-inside.jpg,1218,1642,2200,2546,Healthy
340,happier-inside.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\happier-inside.jpg,2254,1517,2890,2010,Healthy
341,happier-inside.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\happier-inside.jpg,1811,1,2433,892,Healthy
342,happier-inside.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\happier-inside.jpg,2550,889,3454,1546,Healthy
343,img_1028.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\img_1028.jpg,578,388,2319,2423,Healthy
344,IMG_2061.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\IMG_2061.JPG.jpg,353,307,767,836,Healthy
345,IMG_2061.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\IMG_2061.JPG.jpg,1,533,302,898,Healthy
346,IMG_2061.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\IMG_2061.JPG.jpg,1231,548,1595,1200,Healthy
347,IMG_2061.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\IMG_2061.JPG.jpg,728,329,1120,795,Healthy
348,IMG_2061.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\IMG_2061.JPG.jpg,943,201,1379,394,Healthy
349,IMG_2061.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\IMG_2061.JPG.jpg,680,1027,1101,1159,Healthy
350,IMG_2061.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\IMG_2061.JPG.jpg,896,792,1150,1049,Healthy
351,IMG_2061.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\IMG_2061.JPG.jpg,305,665,764,1184,Healthy
352,IMG_3011.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\IMG_3011.jpg,564,343,739,552,Healthy
353,IMG_3011.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\IMG_3011.jpg,14,331,250,443,Healthy
354,IMG_3011.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\IMG_3011.jpg,166,211,316,362,Healthy
355,IMG_3011.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\IMG_3011.jpg,248,166,402,275,Healthy
356,IMG_3011.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\IMG_3011.jpg,198,57,368,154,Healthy
357,IMG_3011.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\IMG_3011.jpg,794,330,1010,441,Healthy
358,IMG_3011.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\IMG_3011.jpg,733,365,867,574,Healthy
359,IMG_3192.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\IMG_3192.JPG.jpg,703,393,817,625,Healthy
360,IMG_3192.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\IMG_3192.JPG.jpg,227,294,386,486,Healthy
361,IMG_3192.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\IMG_3192.JPG.jpg,142,1100,386,1396,Healthy
362,IMG_3192.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\IMG_3192.JPG.jpg,6,620,227,863,Healthy
363,IMG_3192.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\IMG_3192.JPG.jpg,786,205,1017,358,Healthy
364,IMG_3192.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\IMG_3192.JPG.jpg,1218,355,1529,605,Healthy
365,IMG_3192.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\IMG_3192.JPG.jpg,908,1263,1068,1594,Healthy
366,IMG_3192.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\IMG_3192.JPG.jpg,1046,1170,1261,1463,Healthy
367,IMG_3192.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\IMG_3192.JPG.jpg,742,744,905,955,Healthy
368,IMG_3192.JPG.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\IMG_3192.JPG.jpg,599,917,886,1048,Healthy
369,img_6635.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\img_6635.jpg,1126,1225,1644,2103,Healthy
370,img_6635.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\img_6635.jpg,478,1469,793,2221,Healthy
371,img_6635.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\img_6635.jpg,107,1432,456,1929,Healthy
372,img_6635.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\img_6635.jpg,622,2481,1170,3000,Healthy
373,img_6635.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\img_6635.jpg,2867,1684,3330,2558,Healthy
374,img_6635.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\img_6635.jpg,3341,792,3896,1147,Healthy
375,img_6635.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\img_6635.jpg,3278,1199,3948,1647,Healthy
376,img_6635.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\img_6635.jpg,3441,1621,3907,2073,Healthy
377,img_6635.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\img_6635.jpg,1137,1262,1618,2077,Healthy
378,img_6635.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\img_6635.jpg,1204,773,1826,1058,Healthy
379,img_6635.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\img_6635.jpg,2115,1173,2685,1551,Healthy
380,img_6635.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\img_6635.jpg,1915,929,2233,1266,Healthy
381,img_6635.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\img_6635.jpg,511,2114,1130,2525,Healthy
382,img_6635.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\img_6635.jpg,1244,969,1893,1269,Healthy
383,L.peruv-assort.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\L.peruv-assort.jpg,197,39,243,129,Healthy
384,L.peruv-assort.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\L.peruv-assort.jpg,330,114,365,165,Healthy
385,L.peruv-assort.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\L.peruv-assort.jpg,159,10,193,62,Healthy
386,L.peruv-assort.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\L.peruv-assort.jpg,337,32,364,77,Healthy
387,L.peruv-assort.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\L.peruv-assort.jpg,71,144,129,193,Healthy
388,L.peruv-assort.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\L.peruv-assort.jpg,2,183,59,218,Healthy
389,L.peruv-assort.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\L.peruv-assort.jpg,1,149,55,182,Healthy
390,L.peruv-assort.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\L.peruv-assort.jpg,11,119,52,151,Healthy
391,L.peruv-assort.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\L.peruv-assort.jpg,63,120,106,162,Healthy
392,L.peruv-assort.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\L.peruv-assort.jpg,75,195,129,221,Healthy
393,late_blight_tomato_leaf4x1200.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\late_blight_tomato_leaf4x1200.jpg,657,525,974,737,Healthy
394,late_blight_tomato_leaf4x1200.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\late_blight_tomato_leaf4x1200.jpg,631,749,899,941,Healthy
395,late_blight_tomato_leaf4x1200.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\late_blight_tomato_leaf4x1200.jpg,283,581,444,818,Healthy
396,late_blight_tomato_leaf4x1200.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\late_blight_tomato_leaf4x1200.jpg,195,136,371,353,Healthy
397,late_blight_tomato_leaf4x1200.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\late_blight_tomato_leaf4x1200.jpg,320,241,532,541,Healthy
398,late_blight_tomato_leaf4x1200.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\late_blight_tomato_leaf4x1200.jpg,707,128,876,214,Healthy
399,late_blight_tomato_leaf4x1200.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\late_blight_tomato_leaf4x1200.jpg,7,263,174,465,Healthy
400,late_blight_tomato_leaf4x1200.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\late_blight_tomato_leaf4x1200.jpg,456,393,697,555,Healthy
401,late_blight_tomato_leaf4x1200.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\late_blight_tomato_leaf4x1200.jpg,615,218,833,374,Healthy
402,Leaves-of-Tomato.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\Leaves-of-Tomato.jpg,208,145,337,318,Healthy
403,Leaves-of-Tomato.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\Leaves-of-Tomato.jpg,22,136,208,323,Healthy
404,Leaves-of-Tomato.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\Leaves-of-Tomato.jpg,20,11,239,131,Healthy
405,Leaves-of-Tomato.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\Leaves-of-Tomato.jpg,374,267,520,440,Healthy
406,Leaves-of-Tomato.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\Leaves-of-Tomato.jpg,541,227,694,459,Healthy
407,Leaves-of-Tomato.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\Leaves-of-Tomato.jpg,291,103,466,242,Healthy
408,Leaves-of-Tomato.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\Leaves-of-Tomato.jpg,605,97,700,227,Healthy
409,mortgage-lifter-yellow-leaves-2.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\mortgage-lifter-yellow-leaves-2.jpg,253,1043,349,1246,Healthy
410,mortgage-lifter-yellow-leaves-2.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\mortgage-lifter-yellow-leaves-2.jpg,193,867,343,1020,Healthy
411,mortgage-lifter-yellow-leaves-2.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\mortgage-lifter-yellow-leaves-2.jpg,134,370,223,510,Healthy
412,mortgage-lifter-yellow-leaves-2.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\mortgage-lifter-yellow-leaves-2.jpg,2,702,191,861,Healthy
413,mortgage-lifter-yellow-leaves-2.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\mortgage-lifter-yellow-leaves-2.jpg,677,377,778,564,Healthy
414,p1011399.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\p1011399.jpg,742,1487,997,2116,Healthy
415,p1011399.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\p1011399.jpg,297,1279,888,1527,Healthy
416,p1011399.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\p1011399.jpg,548,1864,1011,2644,Healthy
417,p1011399.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\p1011399.jpg,1482,1736,1839,2239,Healthy
418,p1011399.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\p1011399.jpg,1088,1527,1659,1833,Healthy
419,p1011399.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\p1011399.jpg,1417,987,1751,1479,Healthy
420,p1011399.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\p1011399.jpg,1597,659,1868,950,Healthy
421,p1011399.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\p1011399.jpg,279,684,779,1104,Healthy
422,PxWBE.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\PxWBE.jpg,339,923,1913,3014,Healthy
423,PxWBE.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\PxWBE.jpg,527,418,1064,1039,Healthy
424,PxWBE.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\PxWBE.jpg,1,325,297,1227,Healthy
425,PxWBE.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\PxWBE.jpg,2,2923,860,3768,Healthy
426,russian-2-319-dt-2010-leaves-high-tunnel-9-29-2014-c.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\russian-2-319-dt-2010-leaves-high-tunnel-9-29-2014-c.jpg,1,973,861,1564,Healthy
427,russian-2-319-dt-2010-leaves-high-tunnel-9-29-2014-c.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\russian-2-319-dt-2010-leaves-high-tunnel-9-29-2014-c.jpg,575,1,1081,728,Healthy
428,russian-2-319-dt-2010-leaves-high-tunnel-9-29-2014-c.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\russian-2-319-dt-2010-leaves-high-tunnel-9-29-2014-c.jpg,1264,953,1723,1566,Healthy
429,russian-2-319-dt-2010-leaves-high-tunnel-9-29-2014-c.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\russian-2-319-dt-2010-leaves-high-tunnel-9-29-2014-c.jpg,1799,248,2376,628,Healthy
430,single-a-green-leaf-of-tomato-picture-id496662675_k=6&m=496662675&s=612x612&w=0&h=6zKfv022H_9cLQSIR_kpcOAlTeg1eIVtLBbc80PQA7Y=.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\single-a-green-leaf-of-tomato-picture-id496662675_k=6&m=496662675&s=612x612&w=0&h=6zKfv022H_9cLQSIR_kpcOAlTeg1eIVtLBbc80PQA7Y=.jpg,331,43,468,222,Healthy
431,single-a-green-leaf-of-tomato-picture-id496662675_k=6&m=496662675&s=612x612&w=0&h=6zKfv022H_9cLQSIR_kpcOAlTeg1eIVtLBbc80PQA7Y=.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\single-a-green-leaf-of-tomato-picture-id496662675_k=6&m=496662675&s=612x612&w=0&h=6zKfv022H_9cLQSIR_kpcOAlTeg1eIVtLBbc80PQA7Y=.jpg,100,154,397,320,Healthy
432,single-a-green-leaf-of-tomato-picture-id496662675_k=6&m=496662675&s=612x612&w=0&h=6zKfv022H_9cLQSIR_kpcOAlTeg1eIVtLBbc80PQA7Y=.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\single-a-green-leaf-of-tomato-picture-id496662675_k=6&m=496662675&s=612x612&w=0&h=6zKfv022H_9cLQSIR_kpcOAlTeg1eIVtLBbc80PQA7Y=.jpg,286,291,435,475,Healthy
433,single-a-green-leaf-of-tomato-picture-id496662675_k=6&m=496662675&s=612x612&w=0&h=6zKfv022H_9cLQSIR_kpcOAlTeg1eIVtLBbc80PQA7Y=.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\single-a-green-leaf-of-tomato-picture-id496662675_k=6&m=496662675&s=612x612&w=0&h=6zKfv022H_9cLQSIR_kpcOAlTeg1eIVtLBbc80PQA7Y=.jpg,422,200,569,311,Healthy
434,single-a-green-leaf-of-tomato-picture-id496662675_k=6&m=496662675&s=612x612&w=0&h=6zKfv022H_9cLQSIR_kpcOAlTeg1eIVtLBbc80PQA7Y=.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\single-a-green-leaf-of-tomato-picture-id496662675_k=6&m=496662675&s=612x612&w=0&h=6zKfv022H_9cLQSIR_kpcOAlTeg1eIVtLBbc80PQA7Y=.jpg,61,62,334,197,Healthy
435,stock-photo-leaves-of-tomato-plant-isolated-on-white-12085288.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\stock-photo-leaves-of-tomato-plant-isolated-on-white-12085288.jpg,513,390,727,789,Healthy
436,stock-photo-leaves-of-tomato-plant-isolated-on-white-12085288.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\stock-photo-leaves-of-tomato-plant-isolated-on-white-12085288.jpg,62,488,290,861,Healthy
437,stock-photo-leaves-of-tomato-plant-isolated-on-white-12085288.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\stock-photo-leaves-of-tomato-plant-isolated-on-white-12085288.jpg,294,404,498,859,Healthy
438,stock-photo-leaves-of-tomato-plant-isolated-on-white-12085288.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\stock-photo-leaves-of-tomato-plant-isolated-on-white-12085288.jpg,882,501,1111,851,Healthy
439,stock-photo-leaves-of-tomato-plant-isolated-on-white-12085288.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\stock-photo-leaves-of-tomato-plant-isolated-on-white-12085288.jpg,1051,551,1427,943,Healthy
440,stock-photo-leaves-of-tomato-plant-isolated-on-white-12085288.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\stock-photo-leaves-of-tomato-plant-isolated-on-white-12085288.jpg,1132,396,1456,586,Healthy
441,stock-photo-leaves-of-tomato-plant-isolated-on-white-12085288.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\stock-photo-leaves-of-tomato-plant-isolated-on-white-12085288.jpg,1036,205,1346,425,Healthy
442,stock-photo-leaves-of-tomato-plant-isolated-on-white-12085288.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\stock-photo-leaves-of-tomato-plant-isolated-on-white-12085288.jpg,739,71,1127,405,Healthy
443,stock-photo-tomato-leaf-isolated-on-white-background-580281301.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\stock-photo-tomato-leaf-isolated-on-white-background-580281301.jpg,156,125,264,314,Healthy
444,stock-photo-tomato-leaf-isolated-on-white-background-580281301.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\stock-photo-tomato-leaf-isolated-on-white-background-580281301.jpg,72,62,249,150,Healthy
445,stock-photo-tomato-leaf-isolated-on-white-background-580281301.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\stock-photo-tomato-leaf-isolated-on-white-background-580281301.jpg,259,83,380,216,Healthy
446,stock-photo-tomato-leaves-close-up-macro-shot-isolated-on-white-background-78796204.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\stock-photo-tomato-leaves-close-up-macro-shot-isolated-on-white-background-78796204.jpg,16,56,185,134,Healthy
447,stock-photo-tomato-leaves-close-up-macro-shot-isolated-on-white-background-78796204.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\stock-photo-tomato-leaves-close-up-macro-shot-isolated-on-white-background-78796204.jpg,189,19,361,182,Healthy
448,stock-photo-tomato-leaves-close-up-macro-shot-isolated-on-white-background-78796204.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\stock-photo-tomato-leaves-close-up-macro-shot-isolated-on-white-background-78796204.jpg,16,166,225,361,Healthy
449,stock-photo-tomato-leaves-close-up-macro-shot-isolated-on-white-background-78796204.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\stock-photo-tomato-leaves-close-up-macro-shot-isolated-on-white-background-78796204.jpg,196,143,427,330,Healthy
450,stock-photo-tomato-leaves-close-up-macro-shot-isolated-on-white-background-78796204.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\stock-photo-tomato-leaves-close-up-macro-shot-isolated-on-white-background-78796204.jpg,170,267,424,434,Healthy
451,stock-vector-set-of-vector-elements-for-your-design-red-ripe-tomatoes-with-water-drops-tomato-leaves-and-tomato-203297116.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\stock-vector-set-of-vector-elements-for-your-design-red-ripe-tomatoes-with-water-drops-tomato-leaves-and-tomato-203297116.jpg,330,163,436,259,Healthy
452,stock-vector-set-of-vector-elements-for-your-design-red-ripe-tomatoes-with-water-drops-tomato-leaves-and-tomato-203297116.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\stock-vector-set-of-vector-elements-for-your-design-red-ripe-tomatoes-with-water-drops-tomato-leaves-and-tomato-203297116.jpg,263,164,328,265,Healthy
453,stock-vector-set-of-vector-elements-for-your-design-red-ripe-tomatoes-with-water-drops-tomato-leaves-and-tomato-203297116.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\stock-vector-set-of-vector-elements-for-your-design-red-ripe-tomatoes-with-water-drops-tomato-leaves-and-tomato-203297116.jpg,314,254,420,325,Healthy
454,stock-vector-set-of-vector-elements-for-your-design-red-ripe-tomatoes-with-water-drops-tomato-leaves-and-tomato-203297116.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\stock-vector-set-of-vector-elements-for-your-design-red-ripe-tomatoes-with-water-drops-tomato-leaves-and-tomato-203297116.jpg,212,216,270,315,Healthy
455,stock-vector-set-of-vector-elements-for-your-design-red-ripe-tomatoes-with-water-drops-tomato-leaves-and-tomato-203297116.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\stock-vector-set-of-vector-elements-for-your-design-red-ripe-tomatoes-with-water-drops-tomato-leaves-and-tomato-203297116.jpg,276,311,371,373,Healthy
456,Tomato%2Bleaf.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\Tomato%2Bleaf.jpg,31,15,182,196,Healthy
457,Tomato%2Bleaf.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\Tomato%2Bleaf.jpg,258,97,392,263,Healthy
458,Tomato%2Bleaf.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\Tomato%2Bleaf.jpg,1,198,164,419,Healthy
459,Tomato%2Bleaf.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\Tomato%2Bleaf.jpg,173,223,240,373,Healthy
460,Tomato%2Bleaf.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\Tomato%2Bleaf.jpg,173,35,235,225,Healthy
461,tomato-leaf-20728368.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\tomato-leaf-20728368.jpg,583,137,913,308,Healthy
462,tomato-leaf-20728368.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\tomato-leaf-20728368.jpg,196,67,434,239,Healthy
463,tomato-leaf-20728368.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\tomato-leaf-20728368.jpg,734,281,1081,501,Healthy
464,tomato-leaf-20728368.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\tomato-leaf-20728368.jpg,414,401,594,790,Healthy
465,tomato-leaf-20728368.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\tomato-leaf-20728368.jpg,300,408,458,647,Healthy
466,tomato-leaf-20728368.jpg,D:\Programs\8th_Sem_Proj\train\Tomato_leaf\tomato-leaf-20728368.jpg,583,500,787,819,Healthy
